zone_id,colonia,horizon_months,origin_period,target_period,issue_time,forecast_model,forecast_explanation,context_signal_1_feature,context_signal_2_feature,context_signal_3_feature,context_signal_1,context_signal_1_value,context_signal_1_direction,context_signal_2,context_signal_2_value,context_signal_2_direction,context_signal_3,context_signal_3_value,context_signal_3_direction,spatial_context_available,context_coverage,limitations,explanation_version
col_296d6268c64b5552821a2eebfad2256f,Lomas de Chapultepec Seccion III,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: 6.16% (contexto no causal),0.0616080751827358,POSITIVE,tendencia trimestral: 24.50 endpoints/mes (contexto no causal),24.5,POSITIVE,SIN_DATO,,UNAVAILABLE,False,,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_2d383baad6155258af666ad388181e00,Ampliacion Granada,1,2026-03,2026-04,2026-04-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: 8.60% (contexto no causal),0.0859948372728653,POSITIVE,tendencia trimestral: 897.00 endpoints/mes (contexto no causal),897.0,POSITIVE,SIN_DATO,,UNAVAILABLE,False,,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_321ef9a198015257a1d0afd095d56686,Victoria de las Democracias,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 0.56% (contexto no causal),0.0056029882604055,POSITIVE,tendencia trimestral: -106.50 endpoints/mes (contexto no causal),-106.5,NEGATIVE,crecimiento vecinal reciente: 2.60% (contexto no causal),0.0260451480182914,POSITIVE,True,1.0,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_333380f5322950cf9a22ac2947f13767,Lomas de Chapultepec Seccion V,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: 14.22% (contexto no causal),0.1421892189218921,POSITIVE,tendencia trimestral: 84.00 endpoints/mes (contexto no causal),84.0,POSITIVE,SIN_DATO,,UNAVAILABLE,False,,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_347bf8c118ae5cde8343a717c911525d,Independencia,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 8.68% (contexto no causal),0.086820428336079,POSITIVE,tendencia trimestral: -177.50 endpoints/mes (contexto no causal),-177.5,NEGATIVE,crecimiento vecinal reciente: -2.15% (contexto no causal),-0.021484917981485,NEGATIVE,True,1.0,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_34ef10debc6452f7a37e4eb02f41010f,Villa Coyoacan,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -8.19% (contexto no causal),-0.0819310897435897,NEGATIVE,tendencia trimestral: -521.00 endpoints/mes (contexto no causal),-521.0,NEGATIVE,crecimiento vecinal reciente: -0.79% (contexto no causal),-0.0078895463510848,NEGATIVE,True,0.5,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_39b7c034d6a15d22952ae31d1eab536a,Tlaxpana,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 4.07% (contexto no causal),0.0407455816332329,POSITIVE,tendencia trimestral: -479.50 endpoints/mes (contexto no causal),-479.5,NEGATIVE,crecimiento vecinal reciente: -12.37% (contexto no causal),-0.1237164249457174,NEGATIVE,True,0.6000000000000001,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_3c107741e9aa5999ac5f00ed40d5deea,San Diego Churubusco,1,2026-06,2026-07,2026-07-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -18.26% (contexto no causal),-0.1825895663104965,NEGATIVE,tendencia trimestral: -639.50 endpoints/mes (contexto no causal),-639.5,NEGATIVE,crecimiento vecinal reciente: -12.90% (contexto no causal),-0.128964237516869,NEGATIVE,True,0.3333333333333333,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_3d725e14185a5c38a7d3e1cda93adc73,Anahuac I Seccion,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: 0.83% (contexto no causal),0.0083394057161363,POSITIVE,tendencia trimestral: -338.00 endpoints/mes (contexto no causal),-338.0,NEGATIVE,SIN_DATO,,UNAVAILABLE,False,,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_46ef3d6067b85bc580fd6f574f0e5a26,Claveria,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 1.77% (contexto no causal),0.0177243234689033,POSITIVE,tendencia trimestral: -149.50 endpoints/mes (contexto no causal),-149.5,NEGATIVE,crecimiento vecinal reciente: 3.16% (contexto no causal),0.031603138391353,POSITIVE,True,0.8571428571428568,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_47716220585b527aaf095e5cd827326f,San Angel,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 5.74% (contexto no causal),0.0573857598299681,POSITIVE,tendencia trimestral: -67.00 endpoints/mes (contexto no causal),-67.0,NEGATIVE,crecimiento vecinal reciente: 10.60% (contexto no causal),0.1059924102021004,POSITIVE,True,1.0,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_479170cdfd5b53c484ffa7a376547b3a,Alamos,1,2026-01,2026-02,2026-02-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 5.55% (contexto no causal),0.0554659533456591,POSITIVE,tendencia trimestral: -249.50 endpoints/mes (contexto no causal),-249.5,NEGATIVE,crecimiento vecinal reciente: 3.33% (contexto no causal),0.0332557939174636,POSITIVE,True,0.5,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_49351caf73a652ba8bcc7655ce37dd18,Anahuac,1,2026-05,2026-06,2026-06-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 1.40% (contexto no causal),0.013961561682431,POSITIVE,tendencia trimestral: -930.00 endpoints/mes (contexto no causal),-930.0,NEGATIVE,crecimiento vecinal reciente: -1.79% (contexto no causal),-0.0178637101328854,NEGATIVE,True,0.75,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_49f6b5a0ab625bda9ca00f7acd601c17,Americas Unidas,1,2026-06,2026-07,2026-07-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: -14.35% (contexto no causal),-0.1435475088483528,NEGATIVE,tendencia trimestral: 155.00 endpoints/mes (contexto no causal),155.0,POSITIVE,SIN_DATO,,UNAVAILABLE,False,,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_4a6ce89e87ac5037b13cd12239825b31,Residencial Emperadores,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: -1.94% (contexto no causal),-0.0193581253183902,NEGATIVE,tendencia trimestral: -87.50 endpoints/mes (contexto no causal),-87.5,NEGATIVE,SIN_DATO,,UNAVAILABLE,False,0.0,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_4b057d99c17f5783822af98b43744780,Santa Catarina,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -0.79% (contexto no causal),-0.0078895463510848,NEGATIVE,tendencia trimestral: -886.50 endpoints/mes (contexto no causal),-886.5,NEGATIVE,crecimiento vecinal reciente: -8.19% (contexto no causal),-0.0819310897435897,NEGATIVE,True,0.5,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_4d16bf4016d1531fac1806d04420e1fc,Acacias,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 5.82% (contexto no causal),0.0582482993197278,POSITIVE,tendencia trimestral: -501.50 endpoints/mes (contexto no causal),-501.5,NEGATIVE,crecimiento vecinal reciente: 12.51% (contexto no causal),0.1251380819453311,POSITIVE,True,0.5,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_506a1cf0beec53eb97a74f9abc9cfe66,San Jose Insurgentes,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 13.80% (contexto no causal),0.1380351749866761,POSITIVE,tendencia trimestral: -228.00 endpoints/mes (contexto no causal),-228.0,NEGATIVE,crecimiento vecinal reciente: 10.22% (contexto no causal),0.1021867115222876,POSITIVE,True,0.3333333333333333,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_543d04998daf5e4ab3306049617a67b4,Florida,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 11.65% (contexto no causal),0.1165296803652968,POSITIVE,tendencia trimestral: -22.50 endpoints/mes (contexto no causal),-22.5,NEGATIVE,crecimiento vecinal reciente: 16.15% (contexto no causal),0.1615434924787442,POSITIVE,True,1.0,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_5481a24d7414578eb3d8dcf5c715fb23,Niños Heroes de Chapultepec,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 1.90% (contexto no causal),0.0189820258693095,POSITIVE,tendencia trimestral: -373.50 endpoints/mes (contexto no causal),-373.5,NEGATIVE,crecimiento vecinal reciente: -10.02% (contexto no causal),-0.1001636661211129,NEGATIVE,True,0.3333333333333333,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_588e4e85b75a566e85b1e464fdd27b30,Portales Norte,1,2026-05,2026-06,2026-06-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: -4.77% (contexto no causal),-0.0476605384682408,NEGATIVE,tendencia trimestral: -1097.50 endpoints/mes (contexto no causal),-1097.5,NEGATIVE,SIN_DATO,,UNAVAILABLE,False,,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_62bb8f5cf8d25a898a34208ad6dee465,San Miguel Chapultepec,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: 6.53% (contexto no causal),0.0652899948257208,POSITIVE,tendencia trimestral: -2815.50 endpoints/mes (contexto no causal),-2815.5,NEGATIVE,SIN_DATO,,UNAVAILABLE,False,0.0,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_64a29c6aaaf85a42bb0e87a40667ac42,Insurgentes San Borja,1,2026-06,2026-07,2026-07-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -16.86% (contexto no causal),-0.1686419273363124,NEGATIVE,tendencia trimestral: -316.00 endpoints/mes (contexto no causal),-316.0,NEGATIVE,crecimiento vecinal reciente: -13.33% (contexto no causal),-0.1333333333333333,NEGATIVE,True,0.2,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_6573c9286c5a50288130ecf1765ab3b5,Del Carmen,1,2026-06,2026-07,2026-07-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -12.90% (contexto no causal),-0.128964237516869,NEGATIVE,tendencia trimestral: -1713.50 endpoints/mes (contexto no causal),-1713.5,NEGATIVE,crecimiento vecinal reciente: -16.21% (contexto no causal),-0.1620585389723849,NEGATIVE,True,0.4,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_6954f4d5482a5e07b5721c81d464cd43,Algarin,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,NONE,crecimiento reciente: -13.19% (contexto no causal),-0.1319057815845824,NEGATIVE,tendencia trimestral: -885.00 endpoints/mes (contexto no causal),-885.0,NEGATIVE,SIN_DATO,,UNAVAILABLE,False,0.0,Las señales espaciales no están disponibles para este origen; el contexto no implica causalidad. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
col_6bf10fd8943e5967b7603760fb6cd344,Napoles,1,2026-07,2026-08,2026-08-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 9.64% (contexto no causal),0.0963798555718129,POSITIVE,tendencia trimestral: -875.50 endpoints/mes (contexto no causal),-875.5,NEGATIVE,crecimiento vecinal reciente: 14.59% (contexto no causal),0.1458895089373682,POSITIVE,True,0.5,Las señales vecinales son contextuales y no implican causalidad; la geometría y disponibilidad espacial son parciales. Catálogo de estaciones sin vigencia histórica verificada. Pronóstico retrospectivo; no es una corrida futura común.,2.0-phase6-persistence-context
