zone_id_a,zone_id_b,overlap_area_m2,overlap_gt_1m2,action,overlap_pct_zone_a,overlap_pct_zone_b,category,queen_changed,geometry_excluded,decision
col_39b7c034d6a15d22952ae31d1eab536a,col_ffeedd6a32945225b84ecc416148dd76,7.965027180034667e-07,False,reported_not_repaired,2.227298149170732e-10,7.751036704786866e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_3c107741e9aa5999ac5f00ed40d5deea,col_e426afce41e3549e9144c6ee8c8047dc,2.018328221051798e-06,False,reported_not_repaired,6.111030088672046e-10,9.044059189571021e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_43db8a95c872541680d0688e731fe141,col_76cd2cc2efb657e1a3779dc11ff63e1d,3.466542328250924,True,reported_not_repaired,6.77591160480854e-05,0.0002791420481434496,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
col_43db8a95c872541680d0688e731fe141,col_b9647cb13b4b5ebebd069fd56e70a36f,41.19589002725175,True,reported_not_repaired,0.0008052395813291976,0.0026314684381947237,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
col_43db8a95c872541680d0688e731fe141,col_d230756d48c258b4b050767d29182a80,5.174085279889963e-06,False,reported_not_repaired,1.0113577499561317e-10,5.330260413462285e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_43db8a95c872541680d0688e731fe141,col_d40150e91a0457b18f3ac9b3be178bdc,0.5300672932204205,False,reported_not_repaired,1.036101331921113e-05,2.58993188084659e-05,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_479170cdfd5b53c484ffa7a376547b3a,col_aeb67b70520e58b895caf170c4cc2b7b,7.260483508598212e-07,False,reported_not_repaired,6.574081905706772e-11,2.8087770903299634e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_49351caf73a652ba8bcc7655ce37dd18,col_6f85f8cb1357503bae86559c4ab47194,1.070237923117258e-06,False,reported_not_repaired,7.20471758477326e-11,2.3466732276687643e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_4d16bf4016d1531fac1806d04420e1fc,col_543d04998daf5e4ab3306049617a67b4,0.0015975209157406,False,reported_not_repaired,4.768522078998492e-07,1.4003642459287912e-07,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_4d16bf4016d1531fac1806d04420e1fc,col_d4e474286fa85c0aa9cd393c8e2880c1,0.000124302625599,False,reported_not_repaired,3.710372795786053e-08,4.306642796786425e-08,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_506a1cf0beec53eb97a74f9abc9cfe66,col_cbef3a463b0b5bc2ac31e747b6721178,4.849837342172861e-07,False,reported_not_repaired,6.919448488808954e-11,7.071037591488768e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_5176ae04e5c95d57b5192bbca17b2436,col_62bb8f5cf8d25a898a34208ad6dee465,65.25907211347993,True,reported_not_repaired,0.009695630595784712,0.004551197183457057,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
col_5176ae04e5c95d57b5192bbca17b2436,col_77126fcee0bf5162978113f718dc8420,1.0255800830805128e-07,False,reported_not_repaired,1.5237185129834053e-11,2.755984988401618e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_5176ae04e5c95d57b5192bbca17b2436,col_9b8d9872383b59f7a23d22ab97fc79d8,2.2912782277897343e-08,False,reported_not_repaired,3.4041837509094312e-12,9.898578610309104e-13,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_543d04998daf5e4ab3306049617a67b4,col_6573c9286c5a50288130ecf1765ab3b5,7.465972071985255e-08,False,reported_not_repaired,6.5445655500943104e-12,3.5827240514206e-12,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_543d04998daf5e4ab3306049617a67b4,col_81496637921a5e749f117e8ef4f2ee99,2.1749379186530863e-08,False,reported_not_repaired,1.9065198260547314e-12,1.2155784949958836e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_543d04998daf5e4ab3306049617a67b4,col_cbef3a463b0b5bc2ac31e747b6721178,1.8845068865779968e-06,False,reported_not_repaired,1.6519320900077164e-10,2.7476012278882574e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_62bb8f5cf8d25a898a34208ad6dee465,col_77126fcee0bf5162978113f718dc8420,124.64130991146952,True,reported_not_repaired,0.008692541285678245,0.03349417414766202,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
col_62bb8f5cf8d25a898a34208ad6dee465,col_b9647cb13b4b5ebebd069fd56e70a36f,9.421953409256243,True,reported_not_repaired,0.0006570912890747811,0.0006018457910776445,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
col_6573c9286c5a50288130ecf1765ab3b5,col_8694171d7ed551d78020504424e7148c,2.011414749843361e-07,False,reported_not_repaired,9.652251484688103e-12,3.373486095914366e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_6573c9286c5a50288130ecf1765ab3b5,col_aaef3bfb4fb259e8ab32bf1eb9404368,30.14384544921427,True,reported_not_repaired,0.0014465240299845934,0.00972076175101988,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
col_6573c9286c5a50288130ecf1765ab3b5,col_d4e474286fa85c0aa9cd393c8e2880c1,5.212939111676516e-07,False,reported_not_repaired,2.501552665067547e-11,1.8060975435717988e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_6573c9286c5a50288130ecf1765ab3b5,col_e426afce41e3549e9144c6ee8c8047dc,3.1170812458958246e-17,False,reported_not_repaired,1.4958054814868205e-21,1.3967533621410988e-21,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_6954f4d5482a5e07b5721c81d464cd43,col_eb93b25ca61954fa8e9ee2ca2ca57f16,0.903981756910876,False,reported_not_repaired,0.00023385888123498313,3.6135278362771505e-05,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_6bf10fd8943e5967b7603760fb6cd344,col_f1b446f58ae65b7f8a814bab39bf17dc,1.7167824070054172e-06,False,reported_not_repaired,1.4511406393374115e-10,1.3465533197666192e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_76cd2cc2efb657e1a3779dc11ff63e1d,col_926ff32000a751399a54daad7479254d,5.610153035462417e-07,False,reported_not_repaired,4.517555132544205e-11,6.630040702748257e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_7d88ca5b0c8d519c962986381a6c0a11,col_f1b446f58ae65b7f8a814bab39bf17dc,6.871191417986018e-07,False,reported_not_repaired,7.296934483489184e-11,5.389399132287229e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_8694171d7ed551d78020504424e7148c,col_d4e474286fa85c0aa9cd393c8e2880c1,5.735429492448317e-17,False,reported_not_repaired,9.61929490095384e-21,1.9871218319886943e-20,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_92cd6e3f23155eedb10936246b2da76c,col_ba378e9f675c57f6b84cd80ba4906921,0.0875201722125981,False,reported_not_repaired,8.94020366185132e-06,2.6464532033849603e-05,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_92cd6e3f23155eedb10936246b2da76c,col_c84c8cba11e05de082c7496795578d88,1.8741928897725305e-08,False,reported_not_repaired,1.914491906558222e-12,1.1556889767975329e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_96af67dbdc945131a7e1fb18aab974fa,col_aaef3bfb4fb259e8ab32bf1eb9404368,1.704743648923984e-06,False,reported_not_repaired,3.0843621470544694e-10,5.497442881225454e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_a20da3b32dc95373bfc155a68e4197fa,col_ee0096c66b1754fb83cf4c4170f93dd6,1.1540940583343461e-07,False,reported_not_repaired,8.218797460215951e-12,4.1253551936969776e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_a21a9068f97957a2a0828f64e9102bde,col_ba378e9f675c57f6b84cd80ba4906921,2.7269414920973786e-07,False,reported_not_repaired,3.798151749967738e-11,8.245782503345736e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_b0d667d100335a2cbd38dd885b4a49ae,col_d230756d48c258b4b050767d29182a80,5.046756259060318e-07,False,reported_not_repaired,3.5307008089420263e-11,5.199088080093321e-11,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_bd478b6a570f533f803bd0118bf3f055,col_e38591c35bd05184a3caa0318add5f06,5.00293639432714e-07,False,reported_not_repaired,2.7628345989204493e-11,1.5869495837751913e-10,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_c4ce45851ad35a61b8fb1e683c4b52a5,col_fff7ee1276da58efb088edf2d4f0141e,6.615159039854113e-08,False,reported_not_repaired,1.506823693707636e-11,2.3833853703100735e-12,LIKELY_BOUNDARY_ARTIFACT,False,False,retain existing graph; size classification is not proof of correct boundaries
col_df8f37e24dff550bb52ef711568f9cb7,col_eb93b25ca61954fa8e9ee2ca2ca57f16,78.7598926080458,True,reported_not_repaired,0.004979840228748245,0.003148305396050503,SMALL_OVERLAP,False,False,retain existing graph; size classification is not proof of correct boundaries
