zone_id,colonia,alcaldia,reference_value,origin_period,horizon_months,target_period,forecast_value,forecast_change_abs,forecast_change_pct,direction,model_used,validation_status,forecast_role,artifact_role,target_unit,issued_at,interval_lower_80,interval_upper_80,interval_width,lower_clipped,frozen_radius,calibration_origin_period,n_calibration_points,uncertainty_status,issue_time,forecast_model,forecast_explanation,context_signal_1_feature,context_signal_2_feature,context_signal_3_feature,context_signal_1,context_signal_1_value,context_signal_1_direction,context_signal_2,context_signal_2_value,context_signal_2_direction,context_signal_3,context_signal_3_value,context_signal_3_direction,spatial_context_available,context_coverage,explanation_version,limitations
col_0d7a0b5c2d6b5f31bd586ed063d99183,San Alvaro,Azcapotzalco,3065.0,2026-08,6,2027-02,3065.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,1724.0,4406.0,2682.0,False,1341.0,2026-02,571,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -11.80% (contexto no causal),-0.11798561151079137,NEGATIVE,tendencia trimestral: -106.00 endpoints/mes (contexto no causal),-106.0,NEGATIVE,crecimiento vecinal reciente: -4.65% (contexto no causal),-0.046468777322776475,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_0d7a0b5c2d6b5f31bd586ed063d99183,San Alvaro,Azcapotzalco,3065.0,2026-08,12,2027-08,3065.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,784.0,5346.0,4562.0,False,2281.0,2025-08,165,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -11.80% (contexto no causal),-0.11798561151079137,NEGATIVE,tendencia trimestral: -106.00 endpoints/mes (contexto no causal),-106.0,NEGATIVE,crecimiento vecinal reciente: -4.65% (contexto no causal),-0.046468777322776475,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_0f6878a834535080af77fae943ae9b95,Tabacalera,Cuauhtemoc,50284.0,2026-08,1,2026-09,50284.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_SHORT_TERM,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,49239.0,51329.0,2090.0,False,1045.0,2026-07,911,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 7.60% (contexto no causal),0.0759618265074678,POSITIVE,tendencia trimestral: 467.00 endpoints/mes (contexto no causal),467.0,POSITIVE,crecimiento vecinal reciente: -2.14% (contexto no causal),-0.021437013961197723,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_0f6878a834535080af77fae943ae9b95,Tabacalera,Cuauhtemoc,50284.0,2026-08,3,2026-11,50284.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,49006.0,51562.0,2556.0,False,1278.0,2026-05,780,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 7.60% (contexto no causal),0.0759618265074678,POSITIVE,tendencia trimestral: 467.00 endpoints/mes (contexto no causal),467.0,POSITIVE,crecimiento vecinal reciente: -2.14% (contexto no causal),-0.021437013961197723,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_0f6878a834535080af77fae943ae9b95,Tabacalera,Cuauhtemoc,50284.0,2026-08,6,2027-02,50284.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,48943.0,51625.0,2682.0,False,1341.0,2026-02,571,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 7.60% (contexto no causal),0.0759618265074678,POSITIVE,tendencia trimestral: 467.00 endpoints/mes (contexto no causal),467.0,POSITIVE,crecimiento vecinal reciente: -2.14% (contexto no causal),-0.021437013961197723,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_0f6878a834535080af77fae943ae9b95,Tabacalera,Cuauhtemoc,50284.0,2026-08,12,2027-08,50284.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,48003.0,52565.0,4562.0,False,2281.0,2025-08,165,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: 7.60% (contexto no causal),0.0759618265074678,POSITIVE,tendencia trimestral: 467.00 endpoints/mes (contexto no causal),467.0,POSITIVE,crecimiento vecinal reciente: -2.14% (contexto no causal),-0.021437013961197723,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_145462232cb0506eac0d954b79bb4e67,Tlatilco,Azcapotzalco,5954.0,2026-08,1,2026-09,5954.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_SHORT_TERM,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,4909.0,6999.0,2090.0,False,1045.0,2026-07,911,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -5.98% (contexto no causal),-0.05984525501342176,NEGATIVE,tendencia trimestral: -370.50 endpoints/mes (contexto no causal),-370.5,NEGATIVE,crecimiento vecinal reciente: -6.39% (contexto no causal),-0.06390913913898076,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_145462232cb0506eac0d954b79bb4e67,Tlatilco,Azcapotzalco,5954.0,2026-08,3,2026-11,5954.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,4676.0,7232.0,2556.0,False,1278.0,2026-05,780,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -5.98% (contexto no causal),-0.05984525501342176,NEGATIVE,tendencia trimestral: -370.50 endpoints/mes (contexto no causal),-370.5,NEGATIVE,crecimiento vecinal reciente: -6.39% (contexto no causal),-0.06390913913898076,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_145462232cb0506eac0d954b79bb4e67,Tlatilco,Azcapotzalco,5954.0,2026-08,6,2027-02,5954.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,4613.0,7295.0,2682.0,False,1341.0,2026-02,571,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -5.98% (contexto no causal),-0.05984525501342176,NEGATIVE,tendencia trimestral: -370.50 endpoints/mes (contexto no causal),-370.5,NEGATIVE,crecimiento vecinal reciente: -6.39% (contexto no causal),-0.06390913913898076,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_145462232cb0506eac0d954b79bb4e67,Tlatilco,Azcapotzalco,5954.0,2026-08,12,2027-08,5954.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,3673.0,8235.0,4562.0,False,2281.0,2025-08,165,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -5.98% (contexto no causal),-0.05984525501342176,NEGATIVE,tendencia trimestral: -370.50 endpoints/mes (contexto no causal),-370.5,NEGATIVE,crecimiento vecinal reciente: -6.39% (contexto no causal),-0.06390913913898076,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_175c1726756a5dda90d2345c13795848,Angel Zimbron,Azcapotzalco,6587.0,2026-08,1,2026-09,6587.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_SHORT_TERM,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,5542.0,7632.0,2090.0,False,1045.0,2026-07,911,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -4.18% (contexto no causal),-0.04175152749490835,NEGATIVE,tendencia trimestral: 103.50 endpoints/mes (contexto no causal),103.5,POSITIVE,crecimiento vecinal reciente: -4.92% (contexto no causal),-0.0492213497123309,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_175c1726756a5dda90d2345c13795848,Angel Zimbron,Azcapotzalco,6587.0,2026-08,3,2026-11,6587.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,5309.0,7865.0,2556.0,False,1278.0,2026-05,780,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -4.18% (contexto no causal),-0.04175152749490835,NEGATIVE,tendencia trimestral: 103.50 endpoints/mes (contexto no causal),103.5,POSITIVE,crecimiento vecinal reciente: -4.92% (contexto no causal),-0.0492213497123309,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_175c1726756a5dda90d2345c13795848,Angel Zimbron,Azcapotzalco,6587.0,2026-08,6,2027-02,6587.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,5246.0,7928.0,2682.0,False,1341.0,2026-02,571,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -4.18% (contexto no causal),-0.04175152749490835,NEGATIVE,tendencia trimestral: 103.50 endpoints/mes (contexto no causal),103.5,POSITIVE,crecimiento vecinal reciente: -4.92% (contexto no causal),-0.0492213497123309,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
col_175c1726756a5dda90d2345c13795848,Angel Zimbron,Azcapotzalco,6587.0,2026-08,12,2027-08,6587.0,0.0,0.0,NEUTRAL,PERSISTENCE,VALIDATED_WITH_CAUTION,VALIDATED_FORECAST,CURRENT_FORECAST,station_endpoints_per_calendar_month,2026-09-19T16:02:18.602535+00:00,4306.0,8868.0,4562.0,False,2281.0,2025-08,165,FROZEN_PHASE6_CALIBRATION,2026-09-01T00:00:00,PERSISTENCE,El forecast mantiene el nivel de actividad registrado en su origen: persistencia fue seleccionada por su desempeño retrospectivo. Las señales contextuales no modifican esta predicción.,growth_1,trend_3,neighbor_growth_lag1,crecimiento reciente: -4.18% (contexto no causal),-0.04175152749490835,NEGATIVE,tendencia trimestral: 103.50 endpoints/mes (contexto no causal),103.5,POSITIVE,crecimiento vecinal reciente: -4.92% (contexto no causal),-0.0492213497123309,NEGATIVE,True,1.0,2.0-phase6-persistence-context,Disponibilidad histórica y finalización del target no verificadas. Radio de Fase 6 congelado; cobertura de la emisión actual no evaluada. Contexto descriptivo no causal; catálogo de estaciones sin vigencia histórica verificada.
